Company Name,Industry,Stage,Amount($),HeadQuarter,Funding Year,category
Cora Health,Health,Early Stage,600000.0,Bangalore,2021,Healthcare
Battery Smart,Renewables & Environment,Early Stage,7000000.0,New Delhi,2021,Other
The Good Glamm Group,Information Technology & Services,Series A to Series H,150000000.0,Pune,2021,Technology
Mosaic Wellness,Health,Series A to Series H,24000000.0,Mumbai,2021,Healthcare
CloudFiles,SaaS startup,Early Stage,300000.0,Bangalore,2021,Other
The Viral Fever,Entertainment,unknown,2000000.0,Mumbai,2021,Other
Xpand,Retail,Early Stage,1500000.0,New Delhi,2021,Other
Troo Good,E-commerce,Series A to Series H,7000000.0,Hyderabad,2021,E-Commerce & Marketplace
Prodo,Business Supplies & Equipment,Early Stage,300000.0,New Delhi,2021,Other
Unnati,FinTech,Series A to Series H,7000000.0,Noida,2021,Technology
Lysto,NFT,Early Stage,3000000.0,Bangalore,2021,Other
Wakefit,Furniture,Series A to Series H,20000000.0,Bangalore,2021,Other
Buyofuel,Oil & Energy,Early Stage,100000.0,Coimbatore,2021,Other
ElectricPe,EV,Early Stage,3000000.0,Bangalore,2021,Other
Vayana Network,Financial Services,Series A to Series H,30000000.0,Pune,2021,Consulting & Services
Valuationary,E-learning,Early Stage,100000.0,Surat,2021,Other
Knocksense,Online Media,unknown,150000.0,Lucknow,2021,Other
Petpooja,Information Technology & Services,unknown,4500000.0,Ahmedabad,2021,Technology
Wingreens Farms,Food & Beverages,unknown,17000000.0,Gurugram,2021,Food & Agriculture
Doola,Company-as-a-Service,unknown,3000000.0,New York,2021,Other
EyeMyEye,Eyewear,Early Stage,2000000.0,Gurugram,2021,Other
Bombay Hemp Company,Textiles,unknown,2000000.0,Mumbai,2021,Other
DGV,Information Technology & Services,Early Stage,3000000.0,Bangalore,2021,Technology
GuardianLink,Information Technology & Services,Series A to Series H,12000000.0,Chennai,2021,Technology
Clinikk,Hospital & Health Care,Early Stage,4000000.0,Bangalore,2021,Healthcare
Toplyne,Computer Software,unknown,2500000.0,Bangalore,2021,Technology
Mensa,D2C,Series A to Series H,135000000.0,Bangalore,2021,Other
GENLEAP,Professional Training & Coaching,Early Stage,8000000.0,Haryana,2021,Other
Planys,Maritime,Early Stage,1600000.0,Chennai,2021,Other
Wonderchef,Consumer Goods,unknown,20000000.0,Mumbai,2021,Other
GoKwik,Information Technology & Services,Series A to Series H,15000000.0,New Delhi,2021,Technology
Velocity,Financial Services,Series A to Series H,20000000.0,Bangalore,2021,Consulting & Services
SalaryBox,Financial Services,Early Stage,4000000.0,Gurugram,2021,Consulting & Services
Boingg,Furniture,Early Stage,200000.0,Gurugram,2021,Other
Better Capital,Venture Capital & Private Equity,unknown,15000000.0,Santra,2021,Other
Tickertape,Financial Services,unknown,5000000.0,Bangalore,2021,Consulting & Services
Zenpay Solutions,Financial Services,unknown,111909478.7413793,New Delhi,2021,Consulting & Services
Disprz,E-learning,Series A to Series H,13000000.0,Mumbai,2021,Other
Arbo Works,Computer Software,unknown,111909478.7413793,Mountain View,2021,Technology
Inzpira,E-learning,Early Stage,300000.0,Trivandrum,2021,Other
Defy,Financial Services,unknown,5500000.0,Bangalore,2021,Consulting & Services
Mindhouse,Health,Early Stage,6000000.0,Gurugram,2021,Healthcare
Homversity,Housing Marketplace,unknown,155000.0,Ahmedabad,2021,E-Commerce & Marketplace
Toppersnotes,Education Management,Early Stage,1000000.0,Jaipur,2021,Other
NoBroker.com,Real Estate,Series A to Series H,2100000.0,Bangalore,2021,Real Estate $ Property
Haber,Industrial Automation,Series A to Series H,20000000.0,Pune,2021,Autommotive $ Transportation
True Balance,Financial Services,unknown,30000000.0,Gurugram,2021,Consulting & Services
Recordent,Financial Services,unknown,400000.0,Hyderabad,2021,Consulting & Services
Koparo,Consumer Goods,Early Stage,700000.0,New Delhi,2021,Other
Indifi,Financial Services,unknown,40000000.0,Gurugram,2021,Consulting & Services
Settl,Real Estate,Early Stage,500000.0,Bangalore,2021,Real Estate $ Property
Park+,Tech startup,Series A to Series H,25000000.0,New Delhi,2021,Technology
Simple Energy,Automotive,Early Stage,21000000.0,Bangalore,2021,Autommotive $ Transportation
Dream Sports,Sports,unknown,840000000.0,Mumbai,2021,Other
Spinny,Automotive,Series A to Series H,248000000.0,Gurugram,2021,Autommotive $ Transportation
Rentomojo,Furniture Rental,unknown,10000000.0,Bangalore,2021,Other
Slice,Financial Services,Series A to Series H,220000000.0,Bangalore,2021,Consulting & Services
21K School,E-learning,Early Stage,5000000.0,Bangalore,2021,Other
Adda247,E-learning,Series A to Series H,20000000.0,Gurugram,2021,Other
Loop Health,Hospital & Health Care,unknown,12000000.0,Pune,2021,Healthcare
Rupifi,Financial Services,Later Stage,1000000.0,Bangalore,2021,Consulting & Services
RENEE Cosmetics,Cosmetics,Early Stage,1500000.0,Ahmedabad,2021,Other
Svish,Consumer Goods,Early Stage,400000.0,Gurugram,2021,Other
Progcap,FinTech,Series A to Series H,30000000.0,New Delhi,2021,Technology
Smartstaff,Recruitment,unknown,4300000.0,Bangalore,2021,Other
D’Moksha Homes,Textiles,Early Stage,570000.0,Mumbai,2021,Other
ANS Commerce,E-commerce,Early Stage,2200000.0,Gurugram,2021,E-Commerce & Marketplace
Mobileware Technologies,Information Technology & Services,unknown,4700000.0,Mumbai,2021,Technology
GramCover,Insurance,Series A to Series H,7000000.0,Noida,2021,Finance $ Banking
BYJU'S,EdTech,unknown,300000000.0,Bangalore,2021,Technology
Hyperface,Information Technology & Services,unknown,1300000.0,Bangalore,2021,Technology
Licious,Food & Beverages,Series A to Series H,52000000.0,Bangalore,2021,Food & Agriculture
Chalo,Mobility,Series A to Series H,40000000.0,Mumbai,2021,Other
Kaar Technologies,Information Technology & Services,unknown,4000000.0,Chennai,2021,Technology
Kissan Pro,Farming,unknown,111909478.7413793,Jharkhand,2021,Other
Sunstone Eduversity,EdTech,Series A to Series H,28000000.0,Gurugram,2021,Technology
Ozonetel,Telecommunications,Series A to Series H,5000000.0,Hyderabad,2021,Other
CoinSwitch Kuber,Crypto,Series A to Series H,260000000.0,Bangalore,2021,Other
Pazcare,Insurance,Early Stage,3500000.0,Bangalore,2021,Finance $ Banking
kWh Bikes,Automotive,Early Stage,2000000.0,Bangalore,2021,Autommotive $ Transportation
IBSFINtech,Information Technology & Services,Early Stage,1000000.0,Bangalore,2021,Technology
LeadSquared,Computer Software,unknown,111909478.7413793,Bangalore,2021,Technology
Phool.co,Renewables & Environment,unknown,111909478.7413793,Kanpur,2021,Other
Twin Health,Health,Series A to Series H,140000000.0,Chennai,2021,Healthcare
Trica,Equity Management,Early Stage,3000000.0,Mumbai,2021,Other
mHealth,Health,Early Stage,111909478.7413793,New Delhi,2021,Healthcare
Rebel Foods,Cloud kitchen,Series A to Series H,175000000.0,Mumbai,2021,Other
ProfitWheel,Marketing & Advertising,Early Stage,3000000.0,Mumbai,2021,E-Commerce & Marketplace
Log 9 Materials,Nanotechnology,unknown,2000000.0,Bangalore,2021,Technology
Chingari,Entertainment,unknown,19000000.0,Bangalore,2021,Other
Ishitva,Computer Software,Early Stage,1000000.0,Ahmedabad,2021,Technology
Ola Electric,Automotive,unknown,200000000.0,Bangalore,2021,Autommotive $ Transportation
leap.club,Community,Early Stage,810000.0,Gurugram,2021,Other
F5,Retail,Early Stage,600000.0,New Delhi,2021,Other
ForeignAdmits,Higher Education,Early Stage,400000.0,Bangalore,2021,Other
SALT,Financial Services,Early Stage,500000.0,Bangalore,2021,Consulting & Services
EarnWealth,Financial Services,Early Stage,500000.0,Pune,2021,Consulting & Services
Visit Health,Health,unknown,7500000.0,New Delhi,2021,Healthcare
Crater.Club,Media,Early Stage,700000.0,Bangalore,2021,Other
NFTically,NFT,Early Stage,1000000.0,Gurugram,2021,Other
ReshaMandi,B2B,Series A to Series H,30000000.0,Bangalore,2021,Other
Zetwerk,Mechanical Or Industrial Engineering,unknown,600000000.0,Bangalore,2021,Other
Hubilo,Software Startup,Series A to Series H,125000000.0,Ahmedabad,2021,Technology
M2P Fintech,Financial Services,Series A to Series H,35000000.0,Chennai,2021,Consulting & Services
Open Financial Technologies,Financial Services,Series A to Series H,90000000.0,Bangalore,2021,Consulting & Services
Niro,Financial Services,Early Stage,3500000.0,Bangalore,2021,Consulting & Services
Wiingy,E-learning,unknown,400000.0,Bangalore,2021,Other
CarDekho,Automotive,Series A to Series H,250000000.0,Jaipur,2021,Autommotive $ Transportation
Melorra,D2C jewellery,unknown,24000000.0,Bangalore,2021,Healthcare
AnKa SumMor,Sales and Distribution,Early Stage,1000000.0,Bangalore,2021,Other
Toch.ai,SaaS,Series A to Series H,11000000.0,Mumbai,2021,Other
Playto Labs,E-learning,Early Stage,500000.0,Bangalore,2021,Other
Fraazo,Food & Beverages,Series A to Series H,50000000.0,Mumbai,2021,Food & Agriculture
Arcana,Information Technology & Services,unknown,2300000.0,Bangalore,2021,Technology
FloCareer,Information Services,Series A to Series H,5700000.0,Bangalore,2021,Consulting & Services
Nap Chief,Apparel & Fashion,Early Stage,200000.0,Mumbai,2021,Other
AcknoLedger,Crypto,Early Stage,1500000.0,Mumbai,2021,Other
ApplicateAI,Information Technology & Services,Series A to Series H,30000000.0,Gurugram,2021,Technology
VLCC Health Care,Health,unknown,4000000.0,Gurugram,2021,Healthcare
Duroflex,Furniture,unknown,60000000.0,Bangalore,2021,Other
Aviom India,Financial Services,Series A to Series H,8000000.0,Bhilwara,2021,Consulting & Services
Onato,Computer Software,unknown,2200000.0,Bangalore,2021,Technology
Mestastop Solutions,Biotechnology,unknown,100000.0,Bangalore,2021,Technology
SaaS Labs,SaaS,Series A to Series H,17000000.0,Noida,2021,Other
Devnagri,Translation & Localization,Early Stage,600000.0,Noida,2021,Other
CRED,Finance,Series A to Series H,250000000.0,Bangalore,2021,Finance $ Banking
ConveGenius,Education Management,Early Stage,5000000.0,Noida,2021,Other
Totality,Entertainment,unknown,1000000.0,Gurugram,2021,Other
CredAble,Financial Services,Series A to Series H,30000000.0,Mumbai,2021,Consulting & Services
MarketWolf,Financial Services,Early Stage,5500000.0,Mumbai,2021,Consulting & Services
Wondrlab,Marketing & Advertising,Early Stage,7000000.0,Mumbai,2021,E-Commerce & Marketplace
SUN Mobility,Automotive,unknown,50000000.0,Bangalore,2021,Autommotive $ Transportation
Tamasha,Entertainment,Early Stage,3000000.0,Mumbai,2021,Other
Revfin,Financial Services,Early Stage,4000000.0,New Delhi,2021,Consulting & Services
Yu Foodlabs,Food & Beverages,Early Stage,1000000.0,Gurugram,2021,Food & Agriculture
MergerDomo,Investment Banking,unknown,500000.0,New Delhi,2021,Finance $ Banking
FarMart,Farming,Series A to Series H,10000000.0,Gurugram,2021,Other
Questt,EdTech,Series A to Series H,6750000.0,Gurugram,2021,Technology
IDfy,Information Technology & Services,Series A to Series H,10000000.0,Mumbai,2021,Technology
ClearDekho,Retail,Early Stage,4000000.0,Ghaziabad,2021,Other
BookingJini,Hospitality,Early Stage,1200000.0,Gurugram,2021,Other
Sourcewiz,Information Technology & Services,Early Stage,3000000.0,Gurugram,2021,Technology
Tvasta,Mechanical Or Industrial Engineering,unknown,400000.0,Chennai,2021,Other
Kafqa Academy,E-learning,Early Stage,1300000.0,Bangalore,2021,Other
Trell,Social commerce,unknown,100000000.0,Bangalore,2021,E-Commerce & Marketplace
Storia,Food & Beverages,Series A to Series H,6000000.0,Mumbai,2021,Food & Agriculture
Clear,Computer Software,Series A to Series H,75000000.0,Bangalore,2021,Technology
Groww,Finance,Series A to Series H,250000000.0,Bangalore,2021,Finance $ Banking
The Indus Valley,Consumer Goods,unknown,1100000.0,Chennai,2021,Other
BharatPe,Financial Services,unknown,10000000.0,New Delhi,2021,Consulting & Services
Teachmint,E-learning,Series A to Series H,78000000.0,Bangalore,2021,Other
Porter,Logistics & Supply Chain,Series A to Series H,100000000.0,Bangalore,2021,Autommotive $ Transportation
O4S,Information Technology & Services,Series A to Series H,6000000.0,Gurugram,2021,Technology
Wobb,Marketing,Early Stage,200000.0,Gurugram,2021,E-Commerce & Marketplace
BASIC Home Loan,Financial Services,Series A to Series H,3500000.0,Gurugram,2021,Consulting & Services
Siply,Financial Services,Early Stage,3200000.0,Bangalore,2021,Consulting & Services
BankSathi,Financial Services,unknown,500000.0,New Delhi,2021,Consulting & Services
Gramophone,AgriTech,unknown,10000000.0,Indore,2021,Technology
Healofy,Femtech,Series A to Series H,6000000.0,Bangalore,2021,Technology
E42,Computer Software,Series A to Series H,5400000.0,Pune,2021,Technology
Spottabl,Human Resources,Early Stage,400000.0,Bangalore,2021,Other
DeHaat,Information Technology & Services,Series A to Series H,115000000.0,Gurugram,2021,Technology
Shumee,Retail,unknown,111909478.7413793,Bangalore,2021,Other
Zolve,Financial Services,Series A to Series H,40000000.0,Bangalore,2021,Consulting & Services
Instoried,Computer Software,unknown,8000000.0,Bangalore,2021,Technology
SportZchain,sports,Early Stage,400000.0,Mumbai,2021,Other
Hypto,Tech startup,Early Stage,3000000.0,Chennai,2021,Technology
CHUPPS,Foootwear,Early Stage,1100000.0,Mumbai,2021,Other
Zenduty,Computer Software,Early Stage,1900000.0,Bangalore,2021,Technology
R for Rabbit,Consumer Goods,unknown,5000000.0,Ahmedabad,2021,Other
Acko,Insurance,Series A to Series H,255000000.0,Bangalore,2021,Finance $ Banking
LoveLocal,Retail,Early Stage,18000000.0,Mumbai,2021,Other
SupplyNote,Food & Beverages,Early Stage,1200000.0,Noida,2021,Food & Agriculture
Vakilsearch,Legal Services,unknown,10000000.0,Chennai,2021,Consulting & Services
Cloudphysician,Hospital & Health Care,Early Stage,4000000.0,Bangalore,2021,Healthcare
Wiggles.in,Veterinary,Early Stage,5500000.0,Pune,2021,Other
Avanti Finance,Financial Services,Series A to Series H,15000000.0,Bangalore,2021,Consulting & Services
Vanity Wagon,Consumer Goods,Early Stage,700000.0,New Delhi,2021,Other
Purplle,E-commerce,unknown,70000000.0,Mumbai,2021,E-Commerce & Marketplace
Wallmantra,Arts & Crafts,unknown,111909478.7413793,Noida,2021,Other
MFine,Hospital & Health Care,Series A to Series H,48000000.0,Bangalore,2021,Healthcare
Aquatein,Food & Beverages,Early Stage,111909478.7413793,Mumbai,2021,Food & Agriculture
Mentza,E-learning,Early Stage,400000.0,Mumbai,2021,Other
ConnectedH,Hospital & Health Care,Early Stage,2300000.0,Gurugram,2021,Healthcare
CredAvenue,FinTech,Series A to Series H,90000000.0,Chennai,2021,Technology
Vedantu,E-learning,Series A to Series H,100000000.0,Bangalore,2021,Other
Exotel,Telecommunications,Series A to Series H,35000000.0,Bangalore,2021,Other
Fantasy Akhada,sports,Series A to Series H,2000000.0,Gurugram,2021,Other
Meesho,Social commerce,unknown,570000000.0,Bangalore,2021,E-Commerce & Marketplace
PumPumPum,Automotive,unknown,111909478.7413793,Gurugram,2021,Autommotive $ Transportation
Cusmat,Computer Software,Early Stage,100000.0,Hyderabad,2021,Technology
Homeville,Information Technology & Services,unknown,7000000.0,Mumbai,2021,Technology
Coinshift,Blockchain,Early Stage,2500000.0,Chandigarh,2021,Other
Strip Finance,Financial Services,Early Stage,400000.0,Hyderabad,2021,Consulting & Services
Kolo,Construction,Early Stage,550000.0,Bangalore,2021,Other
Chqbook,FinTech,Early Stage,5000000.0,Gurugram,2021,Technology
My3DSelfie,Arts & Crafts,Early Stage,111909478.7413793,Guwahati,2021,Other
EV Plugs,Information Technology & Services,unknown,150000.0,Gurugram,2021,Technology
Rulezero,Financial Services,Early Stage,2500000.0,Bangalore,2021,Consulting & Services
CredRight,Financial Services,unknown,2700000.0,Hyderabad,2021,Consulting & Services
Karbon Card,FinTech,Early Stage,12000000.0,Bangalore,2021,Technology
Auntie Fung,Food & Beverages,unknown,400000.0,Bangalore,2021,Food & Agriculture
ePayLater,Financial Services,Series A to Series H,10000000.0,Mumbai,2021,Consulting & Services
Fittr,Health,Series A to Series H,11000000.0,Pune,2021,Healthcare
Medikabazaar,Healthtech,Series A to Series H,75000000.0,Mumbai,2021,Technology
Nimble Growth Organics,Farming,Early Stage,111909478.7413793,Bangalore,2021,Other
Delhivery,Logistics & Supply Chain,unknown,125000000.0,Gurugram,2021,Autommotive $ Transportation
Akudo,Financial Services,Early Stage,4200000.0,Bangalore,2021,Consulting & Services
Sanctum Wealth,Investment Management,unknown,10000000.0,Mumbai,2021,Other
88academics,Education,Early Stage,3000000.0,New Delhi,2021,Other
Upgame,sports,unknown,111909478.7413793,Gurugram,2021,Other
Sanfe,Health,Series A to Series H,1000000.0,New Delhi,2021,Healthcare
PredictiVu,Management Consulting,Early Stage,1500000.0,Gurugram,2021,Consulting & Services
Sterling Accuris Wellness,Hospital & Health Care,unknown,30000000.0,Ahmedabad,2021,Healthcare
Bijnis,B2B startup,Series A to Series H,30000000.0,New Delhi,2021,Other
Capital Float,Financial Services,unknown,50000000.0,Bangalore,2021,Consulting & Services
Manch Technologies,Information Technology & Services,Early Stage,1000000.0,Bangalore,2021,Technology
Glamyo Health,Hospital & Health Care,Series A to Series H,3000000.0,New Delhi,2021,Healthcare
CashBook,FinTech,Early Stage,2300000.0,Gurugram,2021,Technology
The Money Club,Financial Services,Early Stage,1700000.0,Noida,2021,Consulting & Services
SuperZop,Retail,Series A to Series H,4000000.0,Mumbai,2021,Other
Zypp Electric,Logistics & Supply Chain,Series A to Series H,7000000.0,Gurugram,2021,Autommotive $ Transportation
Alpha Coach,Professional Training & Coaching,unknown,1200000.0,Mumbai,2021,Other
VRO Hospitality,Hospitality,Series A to Series H,3000000.0,Bangalore,2021,Other
byteXL,E-learning,unknown,200000.0,Hyderabad,2021,Other
Leena AI,Computer Software,Series A to Series H,30000000.0,Gurugram,2021,Technology
CARS24,Automotive,Series A to Series H,450000000.0,Gurugram,2021,Autommotive $ Transportation
Klub,Financial Services,Later Stage,2000000.0,Bangalore,2021,Consulting & Services
Bluepad,Online Media,Early Stage,200000.0,Bangalore,2021,Other
FloBiz,Information Technology & Services,Series A to Series H,31000000.0,Bangalore,2021,Technology
Tummoc,Mobility,Early Stage,540000.0,Bangalore,2021,Other
Design Cafe,Design,unknown,25000000.0,Bangalore,2021,Other
PayCardo,Financial Services,Early Stage,111909478.7413793,Pune,2021,Consulting & Services
Aerchain,Computer Software,Early Stage,3000000.0,Bangalore,2021,Technology
Expertrons,E-learning,unknown,111909478.7413793,Mumbai,2021,Other
CuriousJr,E-learning,Early Stage,1000000.0,Gurugram,2021,Other
Wow! Momo,Food & Beverages,Series A to Series H,15000000.0,Kolkata,2021,Food & Agriculture
Supertails,Consumer Services,unknown,700000.0,Bangalore,2021,Consulting & Services
LifeCell,Biotechnology,unknown,30000000.0,Chennai,2021,Technology
ZestMoney,Financial Services,Series A to Series H,50000000.0,Bangalore,2021,Consulting & Services
FrontRow,E-learning,Series A to Series H,14000000.0,Bangalore,2021,Other
HappyCredit,FinTech,Early Stage,600000.0,Bangalore,2021,Technology
Endimension,Healtcare,Early Stage,300000.0,Mumbai,2021,Other
Frenzi,Online Media,Early Stage,111909478.7413793,Mumbai,2021,Other
Leverage Edu,Higher Education,unknown,111909478.7413793,New Delhi,2021,Other
BeepKart,Automotive,Early Stage,3000000.0,Bangalore,2021,Autommotive $ Transportation
Lio,Computer Software,Early Stage,5000000.0,Pune,2021,Technology
TravClan,B2B Travel,Early Stage,2200000.0,New Delhi,2021,Other
